city,country,venue,opening_acts,revenue,tour,attendance,venue_seats,empty_seats,avg_ticket_cost,est_lost_income,max_possible_revenue
Evansville,United States,Roberts Municipal Stadium,"Gloriana, Kellie Pickler",360617,Fearless_Tour,7463,7463,0,48.32064853276162,0.0,360617.0
Jonesboro,United States,Convocation Center,"Gloriana, Kellie Pickler",340328,Fearless_Tour,7822,7822,0,43.50907696241371,0.0,340328.0
St. Louis,United States,Scottrade Center,"Gloriana, Kellie Pickler",650420,Fearless_Tour,13764,13764,0,47.25515838419064,0.0,650420.0
Alexandria,United States,Bishop Ireton High School,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
North Charleston,United States,North Charleston Coliseum,"Gloriana, Kellie Pickler",398154,Fearless_Tour,8751,8751,0,45.498114501199865,0.0,398154.0
Jacksonville,United States,Jacksonville Veterans Memorial Arena,"Gloriana, Kellie Pickler",507012,Fearless_Tour,11072,11072,0,45.79226878612717,0.0,507012.0
Biloxi,United States,Mississippi Coast Coliseum,"Gloriana, Kellie Pickler",437313,Fearless_Tour,9436,9436,0,46.34516744383213,0.0,437313.0
London,England,Shepherd's Bush Empire,None Listed,401328,Fearless_Tour,6789,6789,0,59.114449845338044,0.0,401328.0
London,England,Shepherd's Bush Empire,None Listed,401328,Fearless_Tour,6789,6789,0,59.114449845338044,0.0,401328.0
Spokane,United States,Spokane Arena,"Gloriana, Kellie Pickler",482146,Fearless_Tour,10798,10798,0,44.651416929060936,0.0,482146.0
Seattle,United States,KeyArena,"Gloriana, Kellie Pickler",528637,Fearless_Tour,12061,12061,0,43.830279412984,0.0,528637.0
Portland,United States,Rose Garden Arena,"Gloriana, Kellie Pickler",613284,Fearless_Tour,13226,13226,0,46.36957507938908,0.0,613284.0
Nampa,United States,Ford Arena,"Gloriana, Kellie Pickler",413622,Fearless_Tour,8970,8970,0,46.11170568561873,0.0,413622.0
Glendale,United States,Jobing.com Arena,"Gloriana, Kellie Pickler",647923,Fearless_Tour,13052,13052,0,49.64166411277965,0.0,647923.0
Los Angeles,United States,Staples Center,"Gloriana, Kellie Pickler",720940,Fearless_Tour,13648,13648,0,52.823856975381005,0.0,720940.0
Paradise,United States,Mandalay Bay Events Center,"Gloriana, Kellie Pickler",551051,Fearless_Tour,8311,8311,0,66.30381422211526,0.0,551051.0
San Diego,United States,Valley View Casino Center,"Gloriana, Kellie Pickler",502689,Fearless_Tour,10174,10174,0,49.40918026341655,0.0,502689.0
Salt Lake City,United States,EnergySolutions Arena,"Gloriana, Kellie Pickler",555207,Fearless_Tour,13042,13042,0,42.570694678730256,0.0,555207.0
New Brockton,United States,BamaJam Farms,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Columbia,United States,Merriweather Post Pavilion,"Gloriana, Kellie Pickler",608438,Fearless_Tour,17619,17619,0,34.53306090016459,0.0,608438.0
Greensboro,United States,Greensboro Coliseum,"Gloriana, Kellie Pickler",690959,Fearless_Tour,14641,14641,0,47.19342941055939,0.0,690959.0
Oshkosh,United States,Ford Festival Park,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Cadott,United States,Amphitheatre Concert Grounds,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Calgary,Canada,Pengrowth Saddledome,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Edmonton,Canada,Commonwealth Stadium,None Listed,2540906,Fearless_Tour,33910,44500,10590,74.9308758478325,793517.9752285462,3334423.975228546
Craven,Canada,Big Valley Park,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Winnipeg,Canada,MTS Centre,"Gloriana, Kellie Pickler",512487,Fearless_Tour,11369,11369,0,45.07757938253145,0.0,512487.0
Twin Lakes,United States,Country Thunder Festival,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Columbus,United States,Value City Arena,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Charleston,United States,Charleston Civic Center,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Cheyenne,United States,Cheyenne Frontier Days Arena,Kellie Pickler,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Rapid City,United States,Barnett Arena,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Minot,United States,North Dakota State Fair Grandstand,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Philadelphia,United States,Wachovia Spectrum,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Detroit Lakes,United States,Soo Pass Ranch,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Omaha,United States,Qwest Center Omaha,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Chelmsford,England,Hylands Park,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Weston-under-Lizard,England,Weston Park,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
New York City,United States,Madison Square Garden,"Gloriana, Kellie Pickler",976062,Fearless_Tour,13597,13597,0,71.78509965433551,0.0,976061.9999999999
Montville,United States,Mohegan Sun Arena,"Gloriana, Kellie Pickler",296306,Fearless_Tour,7507,7507,0,39.470627414413215,0.0,296306.0
University Park,United States,Bryce Jordan Center,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Louisville,United States,Freedom Hall,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Duluth,United States,Arena at Gwinnett Center,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Greenville,United States,Bi-Lo Center,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Charlotte,United States,Time Warner Cable Arena,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Lafayette,United States,Cajundome,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Bossier City,United States,CenturyTel Center,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Birmingham,United States,BJCC Arena,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Nashville,United States,Bridgestone Arena,"Gloriana, Kellie Pickler",642387,Fearless_Tour,14269,14269,0,45.01976312285374,0.0,642387.0
Dallas,United States,American Airlines Center,"Gloriana, Kellie Pickler",628062,Fearless_Tour,13794,13794,0,45.53153545019574,0.0,628062.0
North Little Rock,United States,Verizon Arena,"Gloriana, Kellie Pickler",654089,Fearless_Tour,13978,13978,0,46.794176563170694,0.0,654089.0
Tulsa,United States,BOK Center,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Pittsburgh,United States,Mellon Arena,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Grand Rapids,United States,Van Andel Arena,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Cleveland,United States,Quicken Loans Arena,"Gloriana, Kellie Pickler",743492,Fearless_Tour,15524,15524,0,47.89306879670188,0.0,743492.0
Indianapolis,United States,Conseco Fieldhouse,"Gloriana, Kellie Pickler",634876,Fearless_Tour,13373,13373,0,47.47446347117326,0.0,634876.0
Rosemont,United States,Allstate Arena,"Gloriana, Kellie Pickler",1150896,Fearless_Tour,26265,26265,0,43.81861793260994,0.0,1150896.0
Rosemont,United States,Allstate Arena,"Gloriana, Kellie Pickler",1150896,Fearless_Tour,26265,26265,0,43.81861793260994,0.0,1150896.0
Minneapolis,United States,Target Center,"Gloriana, Kellie Pickler",623975,Fearless_Tour,13563,13563,0,46.005677210056774,0.0,623975.0
London,England,Wembley Arena,Justin Bieber,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Manchester,England,Manchester Evening News Arena,Justin Bieber,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Brisbane,Australia,Brisbane Entertainment Centre,Gloriana,956505,Fearless_Tour,11334,11334,0,84.39253573319216,0.0,956505.0
Sydney,Australia,Acer Arena,Gloriana,2030640,Fearless_Tour,27030,27030,0,75.12541620421753,0.0,2030639.9999999998
Sydney,Australia,Acer Arena,Gloriana,2030640,Fearless_Tour,27030,27030,0,75.12541620421753,0.0,2030639.9999999998
Newcastle,Australia,Newcastle Entertainment Centre,Gloriana,555396,Fearless_Tour,7180,7180,0,77.35320334261839,0.0,555396.0
Melbourne,Australia,Rod Laver Arena,Gloriana,1627510,Fearless_Tour,23493,23493,0,69.27638019835696,0.0,1627510.0
Melbourne,Australia,Rod Laver Arena,Gloriana,1627510,Fearless_Tour,23493,23493,0,69.27638019835696,0.0,1627510.0
Adelaide,Australia,Adelaide Entertainment Centre,Gloriana,585352,Fearless_Tour,9066,9066,0,64.56562982572248,0.0,585352.0
Tokyo,Japan,Zepp Tokyo,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Tampa,United States,St. Pete Times Forum,"Gloriana, Kellie Pickler",793049,Fearless_Tour,13861,13861,0,57.214414544405166,0.0,793049.0
Orlando,United States,Amway Arena,"Gloriana, Kellie Pickler",598581,Fearless_Tour,11101,11101,0,53.921358436176924,0.0,598581.0
Sunrise,United States,BankAtlantic Center,"Gloriana, Kellie Pickler",777442,Fearless_Tour,13453,13453,0,57.78948933323422,0.0,777442.0
Austin,United States,Frank Erwin Center,"Gloriana, Kellie Pickler",642705,Fearless_Tour,11928,11928,0,53.88204225352113,0.0,642705.0
Dallas,United States,American Airlines Center,"Gloriana, Kellie Pickler",742954,Fearless_Tour,14022,14022,0,52.98488090144059,0.0,742954.0
Corpus Christi,United States,American Bank Center Arena,"Gloriana, Kellie Pickler",501169,Fearless_Tour,8423,8423,0,59.500059361272704,0.0,501169.0
Philadelphia,United States,Wells Fargo Center,"Gloriana, Kellie Pickler",2002321,Fearless_Tour,30360,30360,0,65.95260210803688,0.0,2002320.9999999998
Philadelphia,United States,Wells Fargo Center,"Gloriana, Kellie Pickler",2002321,Fearless_Tour,30360,30360,0,65.95260210803688,0.0,2002320.9999999998
Charlottesville,United States,John Paul Jones Arena,"Gloriana, Kellie Pickler",664305,Fearless_Tour,11858,11858,0,56.021673132062745,0.0,664305.0
Auburn Hills,United States,The Palace of Auburn Hills,"Gloriana, Kellie Pickler",1711591,Fearless_Tour,29125,29125,0,58.767072961373394,0.0,1711591.0
Auburn Hills,United States,The Palace of Auburn Hills,"Gloriana, Kellie Pickler",1711591,Fearless_Tour,29125,29125,0,58.767072961373394,0.0,1711591.0
Cincinnati,United States,U.S. Bank Arena,"Gloriana, Kellie Pickler",645592,Fearless_Tour,11208,11208,0,57.60099928622412,0.0,645592.0
Oklahoma City,United States,Ford Center,"Gloriana, Kellie Pickler",675184,Fearless_Tour,11795,11795,0,57.24323866044934,0.0,675184.0
Wichita,United States,Intrust Bank Arena,"Gloriana, Kellie Pickler",610801,Fearless_Tour,11208,11208,0,54.49687723054961,0.0,610801.0
Kansas City,United States,Sprint Center,"Gloriana, Kellie Pickler",761110,Fearless_Tour,13781,13781,0,55.228938393440245,0.0,761110.0
Denver,United States,Pepsi Center,"Gloriana, Kellie Pickler",1497135,Fearless_Tour,25991,25991,0,57.602054557346776,0.0,1497135.0
Denver,United States,Pepsi Center,"Gloriana, Kellie Pickler",1497135,Fearless_Tour,25991,25991,0,57.602054557346776,0.0,1497135.0
Fresno,United States,Save Mart Center,"Gloriana, Kellie Pickler",649488,Fearless_Tour,11706,11706,0,55.483341875961045,0.0,649488.0
San Jose,United States,HP Pavilion,"Gloriana, Kellie Pickler",716726,Fearless_Tour,12744,12744,0,56.240269930947896,0.0,716726.0
Los Angeles,United States,Staples Center,"Gloriana, Kellie Pickler",1736197,Fearless_Tour,27518,27518,0,63.09313903626717,0.0,1736197.0
Los Angeles,United States,Staples Center,"Gloriana, Kellie Pickler",1736197,Fearless_Tour,27518,27518,0,63.09313903626717,0.0,1736197.0
Lexington,United States,Rupp Arena,"Gloriana, Kellie Pickler",1024223,Fearless_Tour,17966,17966,0,57.00896137147946,0.0,1024223.0
Columbia,United States,Colonial Life Arena,"Gloriana, Kellie Pickler",755475,Fearless_Tour,13429,13429,0,56.25698116017574,0.0,755475.0
Raleigh,United States,RBC Center,"Gloriana, Kellie Pickler",752303,Fearless_Tour,13895,13895,0,54.141993522849944,0.0,752303.0
Des Moines,United States,Wells Fargo Arena,"Gloriana, Kellie Pickler",738280,Fearless_Tour,13264,13264,0,55.66043425814234,0.0,738280.0
Saint Paul,United States,Xcel Energy Center,"Gloriana, Kellie Pickler",846111,Fearless_Tour,14914,14914,0,56.73266729247687,0.0,846111.0
Moline,United States,iWireless Center,"Gloriana, Kellie Pickler",610668,Fearless_Tour,10641,10641,0,57.3882153932901,0.0,610668.0
Newark,United States,Prudential Center,"Gloriana, Kellie Pickler",1742669,Fearless_Tour,26065,26065,0,66.85858430845963,0.0,1742669.0000000002
Newark,United States,Prudential Center,"Gloriana, Kellie Pickler",1742669,Fearless_Tour,26065,26065,0,66.85858430845963,0.0,1742669.0000000002
Uniondale,United States,Nassau Veterans Memorial Coliseum,"Gloriana, Kellie Pickler",1713529,Fearless_Tour,25831,25831,0,66.33614649065076,0.0,1713528.9999999998
Uniondale,United States,Nassau Veterans Memorial Coliseum,"Gloriana, Kellie Pickler",1713529,Fearless_Tour,25831,25831,0,66.33614649065076,0.0,1713528.9999999998
Ottawa,Canada,Scotiabank Place,"Gloriana, Kellie Pickler",873206,Fearless_Tour,13376,13376,0,65.2815490430622,0.0,873206.0
Toronto,Canada,Air Canada Centre,"Gloriana, Kellie Pickler",2497690,Fearless_Tour,30458,30458,0,82.00439950095213,0.0,2497690.0
Toronto,Canada,Air Canada Centre,"Gloriana, Kellie Pickler",2497690,Fearless_Tour,30458,30458,0,82.00439950095213,0.0,2497690.0
Houston,United States,Toyota Center,"Gloriana, Kellie Pickler",1290926,Fearless_Tour,23493,23493,0,54.94938917975567,0.0,1290926.0
Houston,United States,Toyota Center,"Gloriana, Kellie Pickler",1290926,Fearless_Tour,23493,23493,0,54.94938917975567,0.0,1290926.0
Baton Rouge,United States,Tiger Stadium,None Listed,-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Washington,United States,Verizon Center,"Gloriana, Kellie Pickler",1824743,Fearless_Tour,27290,27290,0,66.86489556614144,0.0,1824743.0
Washington,United States,Verizon Center,"Gloriana, Kellie Pickler",1824743,Fearless_Tour,27290,27290,0,66.86489556614144,0.0,1824743.0
Foxborough,United States,Gillette Stadium,"Gloriana, Justin Bieber, Kellie Pickler",3726157,Fearless_Tour,56868,56868,0,65.52291271013576,0.0,3726157.0
Nassau,The Bahamas,Imperial Ballroom,"Gloriana, Kellie Pickler",-1,Fearless_Tour,-1,-1,0,1.0,0.0,-1.0
Cavendish,Canada,Cavendish Beach Festival Grounds,None Listed,-1,Fearless_Tour,35000,35000,0,-2.857142857142857e-05,-0.0,-1.0
Singapore,Singapore,Singapore Indoor Stadium,Sezairi Sezali,916850,Speak_Now_World_Tour,8964,8964,0,102.28134761267292,0.0,916850.0
Seoul,South Korea,Olympic Gymnastics Arena,None Listed,385374,Speak_Now_World_Tour,4725,4725,0,81.56063492063493,0.0,385374.0
Osaka,Japan,Osaka-Jo Hall,None Listed,758113,Speak_Now_World_Tour,6953,6953,0,109.03394218323027,0.0,758113.0
Tokyo,Japan,Nippon Budokan,None Listed,1738227,Speak_Now_World_Tour,15955,15955,0,108.94559699153871,0.0,1738227.0
Tokyo,Japan,Nippon Budokan,None Listed,1738227,Speak_Now_World_Tour,15955,15955,0,108.94559699153871,0.0,1738227.0
Quezon City,Philippines,Smart Araneta Coliseum,Sam Concepcion,859037,Speak_Now_World_Tour,12667,12667,0,67.81692587037183,0.0,859037.0
Hong Kong,Hong Kong,AsiaWorldArena,Saito Johnny,1030633,Speak_Now_World_Tour,12573,12573,0,81.97192396404995,0.0,1030633.0
Brussels,Belgium,Forest National,Tom Dice,219212,Speak_Now_World_Tour,4622,4622,0,47.42795326698399,0.0,219212.0
Rotterdam,Netherlands,Sportpaleis van Ahoy,Tom Dice,248314,Speak_Now_World_Tour,4799,4799,0,51.74286309647843,0.0,248314.0
Oslo,Norway,Oslo Spektrum,None Listed,815246,Speak_Now_World_Tour,8650,8650,0,94.24809248554914,0.0,815246.0
Oberhausen,Germany,König Pilsener Arena,Martin & James,370028,Speak_Now_World_Tour,6082,6082,0,60.839855310753045,0.0,370028.0
Milan,Italy,Mediolanum Forum,Emma Marrone,153303,Speak_Now_World_Tour,3421,5585,2164,44.81233557439345,96973.89418298742,250276.89418298742
Paris,France,Zénith de Paris,None Listed,201781,Speak_Now_World_Tour,3598,8500,4902,56.08143413007226,274911.1901056142,476692.1901056142
Madrid,Spain,Palacio de los Deportes,The Bright,251864,Speak_Now_World_Tour,3962,3962,0,63.56991418475518,0.0,251864.0
Birmingham,England,LG Arena,Martin & James,508854,Speak_Now_World_Tour,9339,9339,0,54.48699004176036,0.0,508854.0
Belfast,Northern Ireland,Odyssey Arena,Ryan Sheridan,379001,Speak_Now_World_Tour,8058,8058,0,47.03412757508067,0.0,379001.0
Dublin,Ireland,The O2,Ryan Sheridan,419806,Speak_Now_World_Tour,8681,8681,0,48.35917521022924,0.0,419806.0
Manchester,England,Manchester Evening News Arena,Martin & James,580558,Speak_Now_World_Tour,10488,11622,1134,55.354500381388256,62772.00343249428,643330.0034324944
London,England,The O2 Arena,Martin & James,891152,Speak_Now_World_Tour,15265,15681,416,58.378774975434,24285.570389780543,915437.5703897806
Omaha,United States,Qwest Center Omaha,Needtobreathe,1717104,Speak_Now_World_Tour,26992,26992,0,63.61529342027267,0.0,1717104.0
Omaha,United States,Qwest Center Omaha,Needtobreathe,1717104,Speak_Now_World_Tour,26992,26992,0,63.61529342027267,0.0,1717104.0
Des Moines,United States,Wells Fargo Arena,Needtobreathe,862771,Speak_Now_World_Tour,13149,13149,0,65.61495170735417,0.0,862770.9999999999
Sunrise,United States,BankAtlantic Center,Needtobreathe,1582951,Speak_Now_World_Tour,24077,24077,0,65.74535864102671,0.0,1582951.0000000002
Sunrise,United States,BankAtlantic Center,Needtobreathe,1582951,Speak_Now_World_Tour,24077,24077,0,65.74535864102671,0.0,1582951.0000000002
Orlando,United States,Amway Center,Needtobreathe,791980,Speak_Now_World_Tour,12262,12262,0,64.58815853857446,0.0,791980.0
Columbus,United States,Nationwide Arena,Needtobreathe,955259,Speak_Now_World_Tour,14817,14817,0,64.47047310521698,0.0,955259.0
Milwaukee,United States,Bradley Center,Needtobreathe,897042,Speak_Now_World_Tour,13748,13748,0,65.24890893220832,0.0,897042.0
Detroit,United States,Ford Field,Needtobreathe,3453549,Speak_Now_World_Tour,47992,47992,0,71.96093098849808,0.0,3453548.9999999995
Saint Paul,United States,Xcel Energy Center,Needtobreathe,1913737,Speak_Now_World_Tour,28977,28977,0,66.0433102115471,0.0,1913737.0000000002
Saint Paul,United States,Xcel Energy Center,Needtobreathe,1913737,Speak_Now_World_Tour,28977,28977,0,66.0433102115471,0.0,1913737.0000000002
Pittsburgh,United States,Heinz Field,Needtobreathe,4009118,Speak_Now_World_Tour,52009,52009,0,77.08508142821435,0.0,4009118.0
Buffalo,United States,First Niagara Center,Needtobreathe,966749,Speak_Now_World_Tour,14487,14487,0,66.73217367294816,0.0,966749.0
Hartford,United States,XL Center,Needtobreathe,810165,Speak_Now_World_Tour,12436,12436,0,65.14675136699904,0.0,810165.0000000001
Foxborough,United States,Gillette Stadium,Needtobreathe,8026350,Speak_Now_World_Tour,110800,110800,0,72.43998194945848,0.0,8026350.0
Foxborough,United States,Gillette Stadium,Needtobreathe,8026350,Speak_Now_World_Tour,110800,110800,0,72.43998194945848,0.0,8026350.0
Greensboro,United States,Greensboro Coliseum,Needtobreathe,990701,Speak_Now_World_Tour,14789,14789,0,66.98904591250253,0.0,990701.0
Knoxville,United States,ThompsonBoling Arena,Needtobreathe,903875,Speak_Now_World_Tour,13754,13754,0,65.71724589210412,0.0,903875.0
Montreal,Canada,Bell Centre,Needtobreathe,1254230,Speak_Now_World_Tour,13439,13439,0,93.32762854379047,0.0,1254230.0
Toronto,Canada,Air Canada Centre,Needtobreathe,3036000,Speak_Now_World_Tour,30144,30144,0,100.71656050955414,0.0,3036000.0
Toronto,Canada,Air Canada Centre,Needtobreathe,3036000,Speak_Now_World_Tour,30144,30144,0,100.71656050955414,0.0,3036000.0
Newark,United States,Prudential Center,Needtobreathe,3875463,Speak_Now_World_Tour,51487,51487,0,75.27070911103773,0.0,3875462.9999999995
Newark,United States,Prudential Center,Needtobreathe,3875463,Speak_Now_World_Tour,51487,51487,0,75.27070911103773,0.0,3875462.9999999995
Newark,United States,Prudential Center,Needtobreathe,3875463,Speak_Now_World_Tour,51487,51487,0,75.27070911103773,0.0,3875462.9999999995
